index,artist_name,danceability,duration,end_of_fade_in,energy,key,key_confidence,loudness,mode,mode_confidence,artist_hotttness,song_hotttness,start_of_fade_out,tempo,time_signature,time_signature_confidence,title,release,year
6908,Barbarito Diez,0.0,157.88363,0.0,0.0,0,0.792,-9.139,0,0.721,0.2663430816204065,nan,154.877,116.949,5,0.937,Sublime Ensoñacion,Asi Bailaba Cuba Vol. Iv,0
6909,Bamberg Symphony Orchestra and Hans Swarowsky,0.0,151.01342,0.943,0.0,2,0.331,-22.492,0,0.507,0.2721030896719644,nan,145.984,137.219,4,0.0,Hungarian Dances_ WoO 1: No. 12 in D Minor: Presto,Brahms: The Complete Symphonies and Hungarian Dances,0
6910,Richard Galliano,0.0,201.09016,0.136,0.0,4,0.136,-16.937,0,0.426,0.42335610609447943,0.0,187.878,79.53,5,0.787,French Touch,Concerts Inédits: Solo - Duo - Trio,1999
6911,Tom Petty And The Heartbreakers,0.0,274.20689,2.746,0.0,7,0.45,-8.962,0,0.479,0.5683505032022476,nan,262.774,168.946,4,1.0,Mary Jane's Last Dance,Greatest Hits,0
6912,Pablo Montero,0.0,199.94077,0.365,0.0,2,0.656,-8.596,1,0.609,0.3099193396540712,0.0,195.808,100.048,4,1.0,Ni Gota De Rencor,Donde Estas Corazon,0
6913,Papa Wemba,0.0,278.59546,0.159,0.0,9,0.631,-8.09,0,0.55,0.4178853489630385,nan,271.772,120.411,7,0.393,Maria,M'Zee Fulangenge,0
6914,Sweet,0.0,318.9024,0.34,0.0,4,0.422,-4.99,1,0.423,0.5085582524725953,nan,305.935,84.103,4,0.233,Airheads,Sweetlife,0
6915,Winston Reedy,0.0,235.78077,0.0,0.0,6,0.109,-8.754,0,0.268,0.2899029316087479,nan,224.165,153.738,4,0.287,Daughter Of Zion,Love Thing,1997
6916,Pride Tiger,0.0,229.22404,0.159,0.0,8,0.211,-2.397,0,0.286,0.38134528239882903,nan,224.514,114.061,7,0.909,56 Days,The Lucky Ones,2007
6917,Ten Years After,0.0,248.78975,0.0,0.0,5,0.744,-11.814,1,0.59,0.4631183399297777,0.21508031850922793,248.79,128.598,1,0.0,Victim Of Circumstance,Live 1990,1989
6918,Helen Love,0.0,145.78893,0.253,0.0,11,0.633,-8.871,1,0.567,0.3470069209304056,0.36727341580934564,139.993,156.074,4,0.126,Bubblegum,Radio Hits 2,1997
6919,Marcel Mouloudji,0.0,110.34077,2.856,0.0,0,0.364,-14.711,0,0.403,0.2700999824694024,nan,104.13,77.5,5,0.432,Qui Donc A Changé ?,36 Grands Succès,0
6920,Alex Theory,0.0,317.88363,0.0,0.0,9,0.728,-10.56,0,0.602,0.31552295903196886,0.5346295822083406,293.489,100.295,4,0.678,Lotus Kiss,Gathering The Tribe,0
6921,Tim Exile,0.0,80.3522,0.0,0.0,0,0.644,-4.379,1,0.609,0.3018470948111364,0.4287022625232594,80.352,141.836,4,0.697,Post-Toxic Finger Disorder,Tim Exile's Nuisance Gabbaret Lounge,2006
6922,Justin,0.0,275.85261,0.0,0.0,1,0.716,-12.586,1,0.714,0.33536857774641954,nan,273.775,81.38,4,0.677,Kong,Justin In Love With HK Philharmonic Concert Live,0
6923,Walter Jackson,0.0,156.682,0.369,0.0,5,0.714,-12.839,1,0.7,0.3161559873970384,0.3532613542649873,151.679,78.453,3,0.858,What Would You Do,Welcome Home / The Okeh Years,2006
6924,Jerry Reed,0.0,138.4224,0.125,0.0,9,0.609,-4.994,0,0.357,0.40902774457009566,nan,132.737,201.951,4,0.286,When You're Hot_ You're Hot,Les 100 Plus Grands Titres Country,0
6925,Megadrums,0.0,237.24363,0.0,0.0,11,0.001,-15.777,1,0.177,0.06372498646333741,0.0,224.253,118.713,4,0.0,Drummer's Circle,Transformation,0
6926,Bizzy Bone Presents,0.0,50.9122,0.223,0.0,4,0.222,-7.837,0,0.275,0.47625416220006334,0.34092275586437804,46.527,81.901,4,0.0,Intro,Double R,2004
6927,Michael Card,0.0,163.082,0.444,0.0,9,0.298,-7.005,1,0.417,0.34424658036403843,0.0,154.035,122.403,4,1.0,So Many Books ... (The Word Album Version),Joy in the Journey,0
6928,Los Iracundos,0.0,259.23873,0.0,0.0,2,0.788,-7.582,1,0.762,0.37747250731152715,nan,249.365,92.785,4,0.983,Adios...Borron Y Cuenta Nueva,Discografía Completa Volumen 14,0
6929,Benabar,0.0,238.44526,4.905,0.0,4,0.455,-11.258,0,0.441,0.3730604928119009,0.4649239941807177,226.186,88.018,5,0.412,Le Zoo De Vincennes,Les Risques du Métier,2003
6930,Jerry Yan,0.0,252.18567,0.345,0.0,11,0.571,-10.803,1,0.644,0.3270127926987286,nan,242.474,117.892,4,1.0,XI GUAN LIANG GE REN,My Secret Lover_ Jerry Yan,0
6931,Champion Jack Dupree,0.0,200.80281,0.501,0.0,3,0.524,-21.723,1,0.612,0.3135007553703385,0.0,190.74,95.026,4,0.718,Christina Christina Blues,Champion Jack Dupree Of New Orleans,0
6932,Tommy James & The Shondells,0.0,324.70159,0.119,0.0,11,1.0,-11.359,1,0.702,0.3906605227228718,0.6972414451383805,315.31,167.841,4,0.0,Crimson And Clover,The Boat That Rocked,1969
6933,Checkers,0.0,135.70567,0.0,0.0,1,0.744,-13.42,1,0.672,0.3303005838271262,nan,124.889,135.048,4,0.782,Oh Oh Oh Baby,Flame In My Heart,0
6934,The Grease Band,0.0,325.25016,2.728,0.0,6,0.009,-16.021,1,0.319,0.19119399348566748,0.21948217171712114,309.29,123.891,4,0.491,Laughed At The Judge,Grease Band & Amazing Grease,0
6935,Bally Sagoo,0.0,373.39383,0.0,0.0,6,0.527,-12.392,0,0.507,0.34873592978406104,0.0,359.282,111.901,4,0.854,Mele Wich Ayee (Shaan Remix),Wham Bam!! Bhangra Remixes,0
6936,Marcus Miller,0.0,52.00934,0.388,0.0,9,0.682,-13.227,1,0.48,0.41211049520526744,0.6090439426773437,52.009,78.382,3,0.522,Outro Duction,Original Album Classics,2005
6937,John And The Bluesbreakers Mayall,0.0,304.8224,0.212,0.0,7,0.141,-6.356,1,0.401,0.4052346907874076,0.5317220984213001,288.868,94.304,3,1.0,A Hard Road,PADLOCK ON THE BLUES,1967
6938,Z.Z. Hill,0.0,333.322,3.111,0.0,10,0.385,-8.301,1,0.627,0.33441527067536053,0.23376270577652303,329.427,73.545,3,0.342,Faithful and True (Collectors Version),The Brand New Z.Z. Hill,1971
6939,Hevia,0.0,261.32853,3.344,0.0,0,0.649,-5.764,1,0.572,0.3543696158071208,0.42409081096743817,256.11,125.02,4,0.962,San Xuan,Étnico Ma Non Troppo,2003
6940,Babbie Mason,0.0,236.2771,2.2,0.0,2,0.624,-17.263,1,0.589,0.30591777539675086,nan,223.19,141.022,4,0.584,Isn't That Just Like God (Low Key Performance Track Without Background Vocals),Isn't That Just Like God (Studio Track),0
6941,Charles Williams,0.0,87.87546,0.18,0.0,0,0.671,-12.91,1,0.606,0.287731467837425,0.0,87.875,74.666,1,0.0,Barrage,Moods,0
6942,Willie Clayton,0.0,238.39302,0.311,0.0,7,0.55,-5.906,1,0.494,0.37455792647989944,0.25618875381235123,225.367,85.973,4,0.421,Heart Of The City (Soul and R&B),Something To Talk About,0
6943,Finntroll,0.0,255.00689,0.0,0.0,4,0.51,-5.563,0,0.459,0.4290978119935513,0.6569417169601712,250.067,149.948,4,0.0,Hel Vete,Nattfödd,2004
6944,Tom Barabas,0.0,249.20771,0.386,0.0,4,0.515,-14.094,0,0.74,0.363246009541029,nan,240.774,121.001,3,0.692,Melodioso,Mosaic,0
6945,Semisonic,0.0,258.92526,0.171,0.0,4,0.736,-5.814,1,0.591,0.47070038961361016,0.5774690824640417,248.018,186.012,4,0.777,If I Run,20th Century Masters: The Millennium Collection: Best Of Semisonic,1993
6946,Laid Back,0.0,196.72771,4.807,0.0,10,0.584,-4.854,0,0.527,0.4233234235917964,0.23962909777363708,186.717,124.534,4,0.902,Maybe I'm Crazy (Single original version_ 2008 Digital Remaster),Good Vibes - The Very Best of Laid Back,0
6947,Novaspace,0.0,231.54893,0.218,0.0,2,0.783,-7.299,1,0.683,0.37230746346160065,0.26695518627553855,227.027,185.97,4,0.032,Guardian Angel,Supernova,2002
6948,Bad Brains,0.0,85.26322,0.0,0.0,9,0.014,-9.614,0,0.212,0.5554145758164936,0.5896378913586399,85.263,86.536,4,0.445,Destroy Babylon,Live at CBGB 1982,1983
6949,Dora The Explorer,0.0,68.98893,0.0,0.0,1,0.0,-6.917,1,0.0,0.41375765725234637,0.3347065490692206,62.787,123.965,4,0.492,Travel Song (Reprise),Dora The Explorer Party Favorites,2008
6950,Janet Paschal,0.0,316.36853,0.0,0.0,7,0.356,-11.536,1,0.622,0.33513806449963085,0.33957629259041733,303.972,119.194,4,0.938,God Will Make A Way,The Good Road,0
6951,Souls Of Mischief,0.0,220.96934,0.113,0.0,4,0.374,-5.911,0,0.339,0.4691774294369101,0.6021199899057548,210.338,96.287,4,1.0,Spark,Urban Renewal Program,2002
6952,Hacken Lee,0.0,188.52526,0.0,0.0,6,0.488,-11.786,1,0.569,0.34197680383144013,nan,188.525,112.081,4,1.0,He Jiu Bi Hun,De Xin Ying Shou Yan Chang Hui 2006,0
6953,Everyday Sunday,0.0,269.73995,0.183,0.0,7,0.424,-7.462,1,0.542,0.42898052143866244,0.3231121208952123,250.358,103.009,4,0.306,Don't Leave,Stand Up,2002
6954,DJ Spinn,0.0,312.94649,0.0,0.0,6,0.037,-6.53,0,0.353,0.2607967782533836,nan,299.212,119.987,3,1.0,Feelin You,Juke Trax Online Vol. 6,0
6955,Theodis Ealey,0.0,227.44771,0.0,0.0,10,0.308,-7.405,0,0.411,0.320417800326261,nan,216.828,99.238,4,0.0,This Time I Know,Let Me Put The Head In It - Blues And Soul Mix,0
6956,Raze,0.0,196.64934,0.0,0.0,6,0.024,-2.932,1,0.422,0.40737314928722795,0.26103456923559015,192.493,108.831,4,0.019,Follow Your Dreams (The Plan Album Version),The Plan,0
6957,Peggy Zina,0.0,200.38485,0.316,0.0,3,0.0,-6.654,1,0.136,0.3041842562084854,nan,194.026,96.024,4,0.526,O Hiroteros Ehthros Mou,To Pathos Ine Aformi,2009
6958,J.J. Cale,0.0,263.94077,0.13,0.0,0,0.951,-14.293,1,0.683,0.4354688988157254,0.5573131363875086,260.882,111.492,1,0.0,Midnight In Memphis,The Very Best Of J.J. Cale,1997
6959,Kaija Koo,0.0,227.36934,0.972,0.0,2,0.675,-8.521,1,0.438,0.3792280690900896,0.542965637572374,213.804,121.981,4,1.0,Seuraavassa elämässä,Lauluja rakkaudesta,1995
6960,2raumwohnung,0.0,357.85098,0.0,0.0,7,0.002,-8.525,1,0.332,0.3975695954429906,0.26586104921065007,342.703,125.995,5,1.0,Ja (Hanno's Poppersmonstermix),36 Grad Remixe,2007
6961,Dave Eggar,0.0,225.04444,3.152,0.0,1,0.848,-23.15,1,0.753,0.2677574953811427,0.0,203.122,100.893,4,0.544,Wave,Angelic Embrace,2002
6962,BigElf,0.0,298.13506,0.415,0.0,0,0.68,-4.683,1,0.445,0.3641638102724453,0.6420910376375009,283.347,64.006,1,0.453,Falling Bombs,Hex,2003
6963,Tanto Metro & Devonte,0.0,207.56853,2.897,0.0,6,0.346,-9.01,0,0.44,0.33672684140890796,0.0,201.038,105.671,4,0.143,Sometimes,The Beat Goes On,0
6964,The Nelons,0.0,200.202,0.0,0.0,7,0.95,-11.236,1,0.731,0.3502138249441181,nan,200.202,108.914,4,0.155,Hallelujah,Something Beautiful,0
6965,Ulytau,0.0,233.76934,0.38,0.0,5,0.482,-5.779,0,0.486,0.33618612815596594,0.5090399144783007,229.82,140.13,4,0.0,Winter (Four Seasons),Two Warriors,0
6966,Ashes to Ashes,0.0,254.32771,0.563,0.0,7,0.0,-12.22,1,0.329,0.3588450251644818,nan,244.245,94.888,3,1.0,Drive In Saturday - (Tribute to David Bowie),A Tribute To David Bowie Vol 1,0
6967,Kelly Clarkson,0.0,230.63465,0.259,0.0,9,0.019,-5.953,1,0.138,0.684478823308873,nan,218.273,135.914,4,0.394,My Life Would Suck Without You,My Life Would Suck Without You,2009
6968,Dinosaur Jr.,0.0,271.12444,0.235,0.0,0,0.62,-6.051,1,0.627,0.5515524551563505,nan,266.844,152.461,4,0.369,Whatever's Cool With Me (LP Version),Whatever's Cool With Me,1991
6969,SOJA,0.0,235.17995,0.0,0.0,5,0.096,-7.7,0,0.429,0.4367829494947106,nan,229.669,145.949,4,0.145,Time to come true,Peace in a time of war,0
6970,The Exies,0.0,201.87383,0.0,0.0,10,0.474,-4.998,0,0.454,0.453259925068964,0.6923299273961755,184.395,113.326,4,0.824,Creeper Kamikaze,Inertia,2003
6971,Ray Kane,0.0,107.7024,0.305,0.0,9,0.0,-19.157,0,0.0,0.2798423161638639,nan,98.186,163.385,4,0.0,Wa'ahila (Instrumental - Bonus Track),The Legendary Ray Kane : Old Slack Key,0
6972,Fudge Tunnel,0.0,124.94322,0.415,0.0,11,0.038,-7.31,1,0.332,0.3523420130063612,0.48023874797942395,120.32,120.703,4,0.005,Bed Crumbs,In A Word,1991
6973,Eliane Elias,0.0,326.42567,0.0,0.0,5,0.485,-24.83,1,0.467,0.42791424698295477,0.21508031850922793,304.303,95.111,3,0.492,No More Blues (Chega de Saudade),Fantasia,1992
6974,Jimmy Witherspoon,0.0,147.69587,0.183,0.0,3,0.241,-12.437,1,0.471,0.35344185300598147,nan,142.153,94.105,3,1.0,I'm Just Wonderin' Part 2,Urban Blues Singing Legend 1949-1951,0
6975,Edgar Bori,0.0,264.61995,0.194,0.0,11,0.522,-8.224,0,0.447,0.3335571586810799,nan,256.569,117.295,1,0.253,J'l'ai pas dit,Fous les canards,0
6976,Donnie Brooks,0.0,174.34077,0.062,0.0,0,0.127,-10.362,1,0.471,0.26949647853738856,nan,164.177,113.082,4,0.717,What'd I Say,The Best of Donnie Brooks,2001
6977,Babylon Disco,0.0,208.90077,0.0,0.0,0,0.557,-10.196,1,0.496,0.3280949246919725,0.33207098227937304,205.566,89.927,4,1.0,Error,Natsukashii,2007
6978,Dean Elliott And His Big Band,0.0,150.33424,0.374,0.0,0,0.635,-10.727,0,0.565,0.3212081208126568,0.6548006624363821,145.328,120.172,4,0.719,Lonesome Road (1995 Digital Remaster),Ultra-Lounge / Space-Capades  Volume Three,0
6979,C.J. Chenier,0.0,189.33506,0.386,0.0,5,0.0,-12.469,1,0.199,0.37743297157943834,nan,182.77,89.67,3,0.984,Banana Man,Zydeco Champs,1992
6980,Enslavement Of Beauty,0.0,239.90812,0.13,0.0,4,1.0,-4.732,0,0.803,0.35451734261033724,0.5365701607974438,234.092,120.052,4,1.0,Ye That Tempteth_ Ye That Bequeth,Megalomania,2001
6981,Snow Patrol,0.0,181.57669,3.721,0.0,7,0.636,-6.473,1,0.614,0.667294595643469,nan,173.053,117.966,1,0.0,Chocolate,Signal Fire,2003
6982,Mercedes Castro,0.0,129.74975,0.0,0.0,3,0.791,-8.077,1,0.63,0.373045953823385,nan,125.022,129.354,1,0.0,El Cara Bonita,Que Todo Mexico Se Entere,0
6983,Sonny Terry & Brownie McGhee,0.0,168.64608,0.224,0.0,7,0.042,-17.019,1,0.409,0.3601450565062343,0.0,164.066,106.237,4,0.0,Be Good To Me,Sonny Terry & Brownie McGhee_ Vol. A (1938-1941),0
6984,Fort Minor (Featuring Mr. Hahn),0.0,236.66893,0.0,0.0,5,0.58,-6.475,1,0.548,0.5444145897079475,nan,236.669,90.009,4,0.074,Slip Out The Back (Album Version),The Rising Tied,2005
6985,MxPx,0.0,129.88036,0.241,0.0,7,0.589,-3.487,1,0.587,0.5376756280636735,nan,129.88,130.716,1,0.0,Answer In The Question,The Ever Passing Moment,2000
6986,liquid soul & freq,0.0,402.62485,0.276,0.0,1,0.68,-6.318,1,0.344,0.3619179264135601,0.0,398.582,0.0,3,1.0,Liquid Frequencies (liquid Soul Mix),extrasensory perception compiled by martin & Liquid Soul,0
6987,Niraj Chag,0.0,262.5824,2.328,0.0,9,0.317,-5.644,1,0.357,0.34276521913001623,nan,257.155,90.013,5,0.386,Sajana (Ft Faheem Mazhar),The Lost Souls Bonus EP,0
6988,Jim Kweskin,0.0,208.90077,0.479,0.0,10,0.561,-15.279,1,0.533,0.29682395079510554,nan,186.625,160.981,4,0.149,When I Was A Cowboy (Western Plains) (LP Version),Garden Of Joy,0
6989,Portable,0.0,362.60526,0.103,0.0,10,0.505,-18.152,0,0.429,0.3029304706245103,0.0,335.105,116.005,4,1.0,Theresa,Distance,2003
6990,Ramón Vargas;Vladimir Jurowski,0.0,278.38649,0.496,0.0,7,0.313,-23.095,1,0.387,0.2912648117531004,nan,278.386,127.113,1,0.446,Werther - Lyric Drama in four Acts/Act I/Alors_ c'est bien ici la maison du bailli?,Massenet: Werther,0
6991,Bone Thugs-N-Harmony,0.0,255.73832,0.156,0.0,9,0.556,-5.724,1,0.455,0.5551383219226409,0.47405483093120077,252.012,101.167,1,1.0,Murder One,BTNHRESURRECTION,2000
6992,Daniel Johnston,0.0,311.53587,0.112,0.0,0,0.669,-12.743,1,0.737,0.4736131893753991,0.6874706409090017,306.022,106.742,4,0.431,Story Of An Artist (Don't Be Scared),Welcome to my World,0
6993,Foxy Brown,0.0,222.92853,0.0,0.0,1,0.329,-9.035,1,0.407,0.4066860994666606,0.5889221675559065,216.3,93.056,4,1.0,If I...,Ill Na Na,0
6994,João Gilberto,0.0,197.19791,0.276,0.0,4,0.665,-29.75,1,0.582,0.47122432991900803,0.6316008180888096,187.582,127.782,4,0.226,Segredo,Joao Voz E Violato,2000
6995,String Trio Of New York,0.0,392.4371,7.129,0.0,9,0.594,-18.245,0,0.467,0.0,0.0,365.273,130.316,5,1.0,Ju Ju,Intermobility,0
6996,Enthroned,0.0,89.15546,4.847,0.0,2,0.0,-20.359,1,0.0,0.39570954770762196,nan,79.203,90.66,3,0.524,Ad Te Clamamus Exsvles Mortva Liberi,Pentagrammaton,2010
6997,Mastodon,0.0,280.21506,0.238,0.0,5,0.555,-3.306,1,0.5,0.5742747305168561,0.5976407977147769,275.528,173.205,5,0.12,Deep Sea Creature,Call of the Mastodon,2001
6998,Utopia,0.0,239.59465,0.403,0.0,2,0.167,-10.653,1,0.372,0.4303002791079415,nan,231.805,173.841,3,0.302,On My Feet Again,Utopia,0
6999,Christian McBride,0.0,692.06159,0.0,0.0,0,0.68,-9.479,1,0.481,0.4213861126004072,nan,680.896,121.201,4,0.912,D Shuffle Jam (Part 2),Live At Tonic,0
7000,Ultraviolence,0.0,367.41179,0.078,0.0,1,0.343,-9.249,1,0.301,0.3744494304968199,0.21508031850922793,357.518,174.57,4,0.315,I Destructor (Lenny Dee Mix),Blown Away,0
7001,Los Chichos,0.0,191.68608,0.0,0.0,0,0.501,-10.764,1,0.71,0.4205703072083738,nan,184.128,150.955,4,0.6,No Quieras Marcharte,Adelante,1984
7002,Muse,0.0,156.96934,0.322,0.0,4,0.772,-20.816,0,0.524,0.7504265510189179,0.6528356953891383,142.286,127.547,1,0.168,Bedroom Acoustics,Plug In Baby,0
7003,Snow Patrol,0.0,174.602,0.241,0.0,11,0.668,-4.022,1,0.514,0.667294595643469,0.7022897771717785,172.141,142.01,4,0.724,Half The Fun,Final Straw,2004
7004,Los Van Van,0.0,263.60118,0.073,0.0,6,0.532,-6.017,0,0.597,0.40051795068862267,0.46630483075728635,252.697,130.691,4,0.0,Consuelate Como Yo,Llego... Van Van,0
7005,Lara,0.0,192.46975,0.264,0.0,2,0.497,-6.533,1,0.591,0.306947608643182,nan,187.582,81.986,4,0.824,Damit Du Dich in mich verliebst,Wahnsinn,2009
7006,Outerspace,0.0,200.9073,0.36,0.0,10,0.476,-4.982,0,0.474,0.3723508695973636,0.4408264404988793,194.171,181.889,4,0.577,Drive By Music,Blood Brothers,2006
7007,Gloria Lasso,0.0,160.70485,0.0,0.0,10,0.592,-19.376,0,0.589,0.30157018179165396,nan,152.23,123.049,4,0.139,Que Cosas_ Que Cosas,Gloria Lasso Sus 20 Grandes Éxitos (The Best Of Gloria Lasso),0
7008,Les Sexareenos,0.0,98.89914,0.0,0.0,4,0.345,-7.268,1,0.418,0.34417147781786955,0.5610187159447018,98.899,182.57,1,0.0,Ruby D.,14 Frenzied Shakers,2001
7009,Dinosaur Jr,0.0,194.40281,0.149,0.0,7,0.545,-6.942,0,0.592,0.5515524551563505,0.5899462186541047,175.299,145.228,4,0.0,On The Brink,Without A Sound,1994
7010,Nicole C. Mullen,0.0,164.8322,0.0,0.0,9,0.31,-5.946,1,0.282,0.4390245612067925,0.0,157.373,130.64,5,0.885,This This (LP Version),Everyday People,0
7011,A.Z.,0.0,125.41342,0.0,0.0,4,0.0,-8.005,0,0.175,0.4496026559738531,nan,120.546,180.296,4,0.888,Sosa (Explicit),Pieces Of A Man,1998
7012,Steve Wilson,0.0,260.38812,2.003,0.0,7,0.598,-14.51,1,0.656,0.4411698430220543,0.0,251.315,100.006,4,0.116,Your God Isn't Listening,Steppin' It Up A Notch,0
7013,Francisco Céspedes,0.0,204.53832,0.572,0.0,10,0.692,-9.84,1,0.412,0.34984132667097523,0.5375039041917102,193.533,110.666,4,0.88,Señora (bonus track),Vida loca,1998
7014,The Presets,0.0,271.85587,0.078,0.0,4,0.243,-4.002,1,0.179,0.5244494707134351,0.663124801395723,267.685,120.119,4,1.0,Yippiyo-Ay,Apocalypso,2008
7015,Jennifer Lopez,0.0,275.69587,1.46,0.0,6,0.75,-6.518,1,0.508,0.5678891454617726,nan,269.328,80.979,4,0.388,Talk About Us,On The 6 / J. Lo (Coffret 2 CD),1999
7016,Chris Farlowe,0.0,242.88608,0.0,0.0,7,0.093,-13.224,1,0.386,0.33857502645721227,nan,237.372,122.298,4,0.546,Gangster Of Love,Glory Bound [Original Recording Remastered],0
7017,Quadro Nuevo,0.0,221.28281,0.196,0.0,2,0.761,-10.566,1,0.707,0.40924463861600635,0.21508031850922793,211.958,110.551,3,0.876,Der Wind Hat Mir Ein Lied Erzählt (from "La Habanera"),CinéPassion,0
7018,Séamus Egan,0.0,276.16608,0.287,0.0,2,0.588,-11.404,1,0.623,0.32795475415321146,nan,267.122,201.651,1,0.0,McDermott's / Boys of Blue Hill,In Your Ear,0
7019,Jaime Urrutia,0.0,233.50812,0.0,0.0,2,0.745,-2.999,1,0.562,0.38381866168814227,nan,220.317,102.165,4,0.649,La sangre de tu tristeza (con Dani Martin_ directo Enjoy 07),En Joy,0
7020,Rita Chiarelli,0.0,237.7922,0.403,0.0,5,0.39,-9.517,1,0.392,0.28805028537557953,0.0,229.222,90.282,3,0.685,Doggin' Around,No-One to Blame,2004
7021,Goatwhore,0.0,225.64526,0.0,0.0,10,0.224,-4.442,0,0.501,0.4296896292340641,0.5147533243380469,219.173,110.994,4,0.0,Forever Consumed Oblivion,A Haunting Curse,2006
7022,Kiprich,0.0,208.3522,0.0,0.0,5,0.39,-9.693,0,0.52,0.3889397658134465,nan,202.995,183.827,4,0.708,Dem a Talk,Chiney Flava Riddim,0
7023,David Tao,0.0,242.59873,0.299,0.0,8,0.509,-11.484,1,0.548,0.41589712845748655,nan,236.716,151.882,4,0.963,Everything's Gone,David Tao,0
7024,Gary Moore,0.0,198.79138,4.917,0.0,7,0.0,-11.105,1,0.125,0.4671106485845494,0.2707759989463275,195.158,100.081,4,0.318,Rockin' Every Night (Live),Rockin' Every Night (Gary Moore Live In Japan),2005
7025,Maurane / Lara Fabian,0.0,198.86975,5.01,0.0,0,0.588,-13.637,0,1.0,0.41261081923196263,0.2257681159643445,177.389,107.087,4,0.961,Mais La Vie,Quand L'Humain Danse,2003
7026,Christina Aguilera,0.0,347.84608,0.0,0.0,4,0.3,-6.774,0,0.428,0.7257460818523215,0.6803349345564326,347.846,152.214,3,1.0,Walk Away,Christina Aguilera/Stripped,2002
7027,Pepe Kalle,0.0,366.13179,0.128,0.0,7,0.63,-9.381,1,0.636,0.0,nan,351.864,140.316,4,0.656,Roger Milla (Stadium Mix),Larger Than Life,0
7028,Basic Channel,0.0,793.62567,0.125,0.0,11,0.005,-12.593,1,0.095,0.3602004478694047,0.5091572281903853,773.648,127.923,4,0.0,Phylyps Trak II/II,Phylyps Trak II,1994
7029,Terry Riley,0.0,142.41914,8.806,0.0,2,0.036,-37.065,1,0.211,0.4097626309536773,nan,132.418,128.135,4,0.65,Acension Final Chord Rising,Atlantis Nath,2002
7030,The Clark Sisters,0.0,329.74322,0.202,0.0,10,0.448,-12.935,1,0.357,0.4824322424877222,nan,312.692,101.988,4,0.483,I Won't Let You Go Till You Bless My Soul (Album Version),Conqueror,0
7031,Whitesnake,0.0,209.99791,0.976,0.0,7,0.64,-6.186,1,0.446,0.5313033185652613,0.6684662578702709,200.899,145.689,5,0.286,Young Blood (2007 Digital Remaster),Saints And Sinners,0
7032,Tammy Wynette,0.0,159.60771,0.224,0.0,9,0.781,-13.592,1,0.748,0.4091960356545295,nan,152.816,105.202,4,0.0,Stand By Your Man,Country 100,1968
7033,Superchumbo,0.0,673.2273,0.0,0.0,6,0.06,-7.634,0,0.331,0.364787348408113,0.0,652.243,127.992,4,0.703,Irresistible! (Maurel & Fauvrelle LESS Mix),Irresistible!,0
7034,We Show Up On Radar,0.0,124.47302,2.281,0.0,5,0.489,-11.255,0,0.441,0.3851241194726684,nan,114.875,79.226,4,0.241,Red Balloon,Growing A Girl EP,0
7035,Hank Locklin,0.0,149.2371,0.0,0.0,2,0.662,-15.995,1,0.611,0.3794369722404727,nan,144.446,106.941,3,0.68,Rio Grande Waltz,A Year Of Time,0
7036,Eddie Cano,0.0,225.17506,0.0,0.0,0,0.805,-16.05,1,0.513,0.2741977710890841,nan,219.986,165.263,4,0.535,The Trolley Song (Live Album Version),Eddie Cano at PJ's,0
7037,SUMO,0.0,215.11791,0.119,0.0,11,0.736,-5.945,1,0.572,0.47136204988725994,nan,211.569,101.742,4,0.0,Pinini Reggae,Sí o Sí - Diario del Rock Argentino - Sumo,1989
7038,Tanto Metro & Devonte,0.0,207.33342,0.189,0.0,1,0.657,-8.41,1,0.399,0.33672684140890796,0.3347065490692206,201.781,195.976,5,1.0,Honey I Sugar Pie,Riddim Driven - Adrenaline,2003
7039,Gabinete Caligari,0.0,304.32608,4.737,0.0,7,0.231,-12.436,1,0.371,0.326430852787923,0.26695518627553855,296.832,109.051,4,0.489,El Arte De Amar,4 Rosas Y Que Dios Reparta Suerte,1989
7040,Chet Atkins,0.0,173.68771,0.165,0.0,5,0.813,-11.851,1,0.708,0.41457883654371946,nan,166.69,98.117,1,0.109,Get Up & Go,The Early Years_ CD C: 1952-1954,0
7041,Ramón Vargas_ Sängerknaben Luzerner Kantorei_ Henk Geuke_ Concilium Musicum Wien & Paul Angerer,0.0,207.04608,0.24,0.0,0,0.705,-21.881,1,0.624,0.2912648117531004,nan,195.599,69.538,1,0.0,Adeste fideles,Christmas With Ramón Vargas,0
